cert,name,state,city,method,pe_date,overall,assets_k,inv,svc,file_id,svc_gap,in_old_universe
19573,Lakeside Bank,IL,CHICAGO,Large Bank Evaluation,05/01/2024,Satisfactory,2559362.0,Low Satisfactory,Low Satisfactory,2023/19573_231204.PDF,True,True
58057,Tradition Capital Bank,MN,WAYZATA,Large Bank Evaluation,12/01/2024,Satisfactory,2522965.0,High Satisfactory,High Satisfactory,2024/58057_240625.PDF,False,False
90290,UniBank for Savings,MA,WHITINSVILLE,Large Bank Evaluation,06/01/2024,Satisfactory,2520940.0,High Satisfactory,Low Satisfactory,2023/90290_231211.PDF,True,True
57997,Bryant Bank,AL,TUSCALOOSA,Large Bank Evaluation,06/01/2023,Satisfactory,2517179.0,,,2022/57997_221122.PDF,False,False
58640,Revere Bank,MD,ROCKVILLE,Large Bank Evaluation,08/01/2019,Satisfactory,2510251.0,Low Satisfactory,High Satisfactory,2019/58640_190325.PDF,False,True
15310,"CB&S Bank, Inc.",AL,RUSSELLVILLE,Large Bank Evaluation,10/01/2024,Satisfactory,2487343.0,High Satisfactory,High Satisfactory,2023/15310_231127.PDF,False,False
23620,Dedham Institution for Savings,MA,DEDHAM,Large Bank Evaluation,10/01/2025,Satisfactory,2482010.0,High Satisfactory,High Satisfactory,2025/23620_250331.PDF,False,False
22559,Bravera Bank,ND,DICKINSON,Large Bank Evaluation,02/01/2024,Satisfactory,2467179.0,High Satisfactory,High Satisfactory,2023/22559_230918.PDF,False,False
24516,Interaudi Bank,NY,NEW YORK,Wholesale Bank Evaluation,08/01/2025,Satisfactory,2464704.0,,,2025/24516_250401.PDF,False,False
32647,Northwest Bank,IA,SPENCER,Large Bank Evaluation,10/01/2023,Satisfactory,2460801.0,High Satisfactory,High Satisfactory,2023/32647_230605.PDF,False,False
2315,Armstrong Bank,OK,MUSKOGEE,Large Bank Evaluation,07/01/2024,Satisfactory,2446898.0,High Satisfactory,Low Satisfactory,2024/2315_240108.PDF,True,True
19899,KS StateBank,KS,MANHATTAN,Large Bank Evaluation,11/01/2023,Satisfactory,2437059.0,Low Satisfactory,High Satisfactory,2023/19899_230612.PDF,False,True
6158,Peoples Bank,WA,BELLINGHAM,Large Bank Evaluation,11/01/2025,Satisfactory,2434624.0,High Satisfactory,Low Satisfactory,2025/6158_250527.PDF,True,True
33503,Unity Bank,NJ,CLINTON,Large Bank Evaluation,11/01/2023,Satisfactory,2431532.0,Low Satisfactory,High Satisfactory,2023/33503_230424.PDF,False,True
27244,The Columbia Bank,MD,COLUMBIA,Large Bank Evaluation,03/01/2018,Satisfactory,2428488.0,Outstanding,High Satisfactory,2017/27244_170822.PDF,False,False
17964,State Bank of Southern Utah,UT,CEDAR CITY,Large Bank Evaluation,12/01/2024,Satisfactory,2425785.0,Outstanding,High Satisfactory,2024/17964_240515.PDF,False,False
11868,The Fidelity Deposit and Discount Bank,PA,DUNMORE,Large Bank Evaluation,07/01/2023,Satisfactory,2420862.0,,,2023/11868_230109.PDF,False,False
4789,Emprise Bank,KS,WICHITA,Large Bank Evaluation,03/01/2024,Satisfactory,2415653.0,High Satisfactory,High Satisfactory,2023/4789_230828.PDF,False,False
13879,"PeoplesBank, a Codorus Valley Company",PA,YORK,Large Bank Evaluation,07/01/2022,Satisfactory,2414844.0,High Satisfactory,Low Satisfactory,2021/13879_210503.PDF,True,True
17159,Bank of Utah,UT,OGDEN,Large Bank Evaluation,11/01/2023,Satisfactory,2406732.0,High Satisfactory,High Satisfactory,2023/17159_230425.PDF,False,False
7506,ACNB Bank,PA,GETTYSBURG,Large Bank Evaluation,04/01/2025,Satisfactory,2403350.0,Low Satisfactory,Low Satisfactory,2024/7506_241118.PDF,True,True
10363,Citizens and Farmers Bank,VA,WEST POINT,Large Bank Evaluation,02/01/2024,Satisfactory,2398078.0,High Satisfactory,High Satisfactory,2023/10363_230731.PDF,False,False
57056,Celtic Bank,UT,SALT LAKE CITY,Strategic Plan Evaluation,01/01/2024,Satisfactory,2392860.0,,,2023/57056_230710.PDF,False,False
33005,FCB Banks,IL,COLLINSVILLE,Large Bank Evaluation,05/01/2025,Satisfactory,2384266.0,Low Satisfactory,High Satisfactory,2024/33005_241007.PDF,False,True
698,Wayne Bank,PA,HONESDALE,Large Bank Evaluation,03/01/2026,Satisfactory,2366498.0,High Satisfactory,Low Satisfactory,2025/698_250825.PDF,True,True
958,United Bank of Iowa,IA,IDA GROVE,Large Bank Evaluation,02/01/2024,Satisfactory,2350040.0,High Satisfactory,High Satisfactory,2023/958_231002.PDF,False,False
11112,Somerset Trust Company,PA,SOMERSET,Large Bank Evaluation,09/01/2025,Satisfactory,2315834.0,Low Satisfactory,High Satisfactory,2025/11112_250414.PDF,False,True
7799,Citizens & Northern Bank,PA,WELLSBORO,Large Bank Evaluation,08/01/2022,Satisfactory,2311213.0,Low Satisfactory,Low Satisfactory,2022/7799_220131.PDF,True,True
57510,Avidbank,CA,SAN JOSE,Large Bank Evaluation,08/01/2025,Satisfactory,2298340.0,Low Satisfactory,Low Satisfactory,2025/57510_250408.PDF,True,True
