rank,county,state,unenrolled_persons,non_enroll_rate,method
550,Wilson,NC,8469,0.4760,survey-weighted
551,Stearns,MN,8431,0.5433,survey-weighted
552,Lenawee,MI,8417,0.6314,survey-weighted
553,Linn,OR,8396,0.4771,survey-weighted
554,Nevada,CA,8395,0.7305,MODELED
555,Medina,OH,8383,0.3803,survey-weighted
556,Lafourche Parish,LA,8373,0.4041,survey-weighted
557,Tolland,CT,8354,0.7822,survey-weighted (LEGACY COUNTIES)
558,Carroll,MD,8344,0.8007,survey-weighted
559,Walton,GA,8344,0.6895,survey-weighted
560,Starr,TX,8331,0.4012,survey-weighted
561,Delaware,OH,8329,0.6737,survey-weighted
562,Yuba,CA,8248,0.5757,MODELED
563,Nassau,FL,8242,0.7468,survey-weighted
564,LaPorte,IN,8213,0.4346,survey-weighted
565,Monongalia,WV,8210,0.5837,survey-weighted
566,Bastrop,TX,8208,0.6969,survey-weighted
567,Fairfield,OH,8173,0.4935,survey-weighted
568,Porter,IN,8156,0.5431,survey-weighted
569,Cullman,AL,8140,0.5068,survey-weighted
570,Carver,MN,8129,1.0000,survey-weighted
571,Creek,OK,8128,0.5214,survey-weighted
572,Miller,AR,8127,0.6951,survey-weighted
573,San Patricio,TX,8120,0.6939,survey-weighted
574,Walker,GA,8114,0.6583,survey-weighted
575,Madison,IN,8098,0.4650,survey-weighted
576,Clark,OH,8083,0.3799,survey-weighted
577,Hamblen,TN,8070,0.6879,survey-weighted
578,Jefferson,TN,8070,0.6879,survey-weighted
579,Hancock,MS,8057,0.7011,survey-weighted
580,Taney,MO,8052,0.6379,survey-weighted
581,Allegan,MI,8042,0.5565,survey-weighted
582,Natrona,WY,7984,0.7570,survey-weighted
583,Caldwell,NC,7947,0.5280,survey-weighted
584,Orange,TX,7930,0.4918,survey-weighted
585,Sheboygan,WI,7901,0.5156,survey-weighted
586,Lycoming,PA,7893,0.3972,survey-weighted
587,Calhoun,MI,7884,0.5289,survey-weighted
588,Clark,IN,7877,0.6711,survey-weighted
589,Sherburne,MN,7874,0.5785,survey-weighted
590,Jones,MS,7849,0.5060,survey-weighted
591,Kershaw,SC,7847,0.6658,survey-weighted
592,Walton,FL,7827,0.7145,survey-weighted
593,York,ME,7823,0.5284,survey-weighted
594,Lowndes,MS,7797,0.5599,survey-weighted
595,Pope,AR,7789,0.7261,survey-weighted
596,Merrimack,NH,7783,0.7135,survey-weighted
597,Bossier Parish,LA,7754,0.3974,survey-weighted
598,Rockingham,NC,7743,0.5827,survey-weighted
599,Orangeburg,SC,7706,0.3553,survey-weighted
600,Payne,OK,7705,0.5070,survey-weighted
601,Moore,NC,7698,0.5699,survey-weighted
602,Erie,OH,7657,0.5209,survey-weighted
603,Chelan,WA,7653,0.6555,survey-weighted
604,Kent,RI,7628,0.5102,survey-weighted
605,Suffolk city,VA,7616,0.5644,survey-weighted
606,Isabella,MI,7592,0.6106,survey-weighted
607,Strafford,NH,7580,0.6168,survey-weighted
608,Iberia Parish,LA,7577,0.4064,survey-weighted
609,Cambria,PA,7577,0.3796,survey-weighted
610,Kosciusko,IN,7531,0.7768,survey-weighted
611,Rock Island,IL,7512,0.3292,survey-weighted
612,Liberty,TX,7511,0.6046,survey-weighted
613,Crawford,AR,7479,0.8381,survey-weighted
614,Lincoln,NC,7463,0.5006,survey-weighted
615,Greenwood,SC,7459,0.6045,survey-weighted
616,Licking,OH,7455,0.4943,survey-weighted
617,Kent,DE,7437,0.3503,survey-weighted
618,Steuben,NY,7433,0.4126,survey-weighted
619,Monroe,TN,7426,0.7838,survey-weighted
620,Pittsylvania,VA,7426,0.4995,survey-weighted
621,Cape Girardeau,MO,7424,0.6567,survey-weighted
622,Terrebonne Parish,LA,7423,0.4113,survey-weighted
623,Benton,OR,7404,0.5255,survey-weighted
624,Kenai Peninsula Borough,AK,7377,0.7092,survey-weighted
625,Carroll,GA,7360,0.4734,survey-weighted
626,Rogers,OK,7356,0.4820,survey-weighted
627,Eddy,NM,7349,0.5289,survey-weighted
628,Sumter,SC,7346,0.4803,survey-weighted
629,Marathon,WI,7309,0.4027,survey-weighted
630,Northumberland,PA,7297,0.4947,survey-weighted
631,Bay,MI,7295,0.4298,survey-weighted
632,Ashtabula,OH,7266,0.4618,survey-weighted
633,Georgetown,SC,7261,0.6372,survey-weighted
634,Vermilion Parish,LA,7238,0.5564,survey-weighted
635,Wilkes,NC,7237,0.4882,survey-weighted
636,Greene,TN,7226,0.5084,survey-weighted
637,Bedford,VA,7219,0.7703,survey-weighted
638,Mendocino,CA,7217,0.5510,MODELED
639,Cattaraugus,NY,7214,0.5520,survey-weighted
640,Harrison,WV,7190,0.4560,survey-weighted
641,Ontario,NY,7190,0.6334,survey-weighted
642,Beaver,PA,7183,0.3652,survey-weighted
643,Daviess,KY,7168,0.5022,survey-weighted
644,Pearl River,MS,7162,0.7011,survey-weighted
645,Guadalupe,TX,7143,0.4259,survey-weighted
646,Rock,WI,7122,0.2915,survey-weighted
647,Lonoke,AR,7117,0.8837,survey-weighted
648,Ulster,NY,7114,0.4993,survey-weighted
649,Washington,RI,7078,0.6796,survey-weighted
650,Nacogdoches,TX,7048,0.5213,survey-weighted
651,Buchanan,MO,7025,0.4780,survey-weighted
652,Pulaski,KY,6994,0.4111,survey-weighted
653,Albemarle,VA,6980,0.4702,survey-weighted
654,Darlington,SC,6971,0.4201,survey-weighted
655,Wilson,TN,6968,0.7381,survey-weighted
656,Effingham,GA,6949,0.7321,survey-weighted
657,Craven,NC,6947,0.5946,survey-weighted
658,Columbiana,OH,6939,0.4295,survey-weighted
659,Colbert,AL,6936,0.6655,survey-weighted
660,McKinley,NM,6921,0.2440,survey-weighted
661,Ashland,OH,6876,0.6239,survey-weighted
662,Flathead,MT,6869,0.6423,survey-weighted
663,Macon,IL,6826,0.3913,survey-weighted
664,Campbell,KY,6813,0.5406,survey-weighted
665,Panola,MS,6787,0.5236,survey-weighted
666,Lebanon,PA,6769,0.5514,survey-weighted
667,Rutherford,NC,6766,0.4865,survey-weighted
668,Catoosa,GA,6762,0.6583,survey-weighted
669,Spalding,GA,6722,0.6205,survey-weighted
670,Wayne,NY,6716,0.5620,survey-weighted
671,Livingston,MI,6716,0.5686,survey-weighted
672,Woodbury,IA,6706,0.5864,survey-weighted
673,Berkeley,WV,6683,0.5699,survey-weighted
674,Tazewell,IL,6678,0.5246,survey-weighted
675,Laurens,SC,6675,0.4534,survey-weighted
676,Schuylkill,PA,6663,0.3066,survey-weighted
677,Blair,PA,6651,0.3828,survey-weighted
678,Talladega,AL,6645,0.4253,survey-weighted
679,Wayne,OH,6635,0.4676,survey-weighted
680,Riley,KS,6632,0.7601,survey-weighted
681,Lamar,TX,6597,0.6700,survey-weighted
682,Johnson,IN,6589,0.5131,survey-weighted
683,Hanover,VA,6587,0.8300,survey-weighted
684,Scioto,OH,6575,0.4262,survey-weighted
685,Carter,TN,6570,0.4779,survey-weighted
686,Fayette,PA,6569,0.2546,survey-weighted
687,Gila,AZ,6551,0.6213,survey-weighted
688,McMinn,TN,6539,0.6003,survey-weighted
689,Winnebago,WI,6483,0.3328,survey-weighted
690,Grafton,NH,6476,0.6484,survey-weighted
691,Charles,MD,6450,0.5050,survey-weighted
692,Bonner,ID,6434,0.7570,survey-weighted
693,Apache,AZ,6428,0.3538,survey-weighted
694,Bullitt,KY,6425,0.7482,survey-weighted
695,Miami,OH,6388,0.6237,survey-weighted
696,Hunterdon,NJ,6385,0.7300,survey-weighted
697,Lenoir,NC,6372,0.4590,survey-weighted
698,Boone,KY,6364,0.6039,survey-weighted
699,Douglas,OR,6363,0.3251,survey-weighted
700,Crittenden,AR,6334,0.4970,survey-weighted
701,Pottawattamie,IA,6322,0.5523,survey-weighted
702,Lake,CA,6315,0.5510,MODELED
703,Floyd,KY,6311,0.4260,survey-weighted
704,Floyd,IN,6307,0.8095,survey-weighted
705,McCracken,KY,6306,0.5334,survey-weighted
706,Bannock,ID,6299,0.4814,survey-weighted
707,Chemung,NY,6293,0.3576,survey-weighted
708,Cabell,WV,6282,0.3533,survey-weighted
709,Wagoner,OK,6276,0.5717,survey-weighted
710,Butler,KS,6272,0.6845,survey-weighted
711,Coffee,AL,6262,0.5616,survey-weighted
712,Cherokee,OK,6262,0.4936,survey-weighted
713,Danville city,VA,6253,0.4995,survey-weighted
714,Val Verde,TX,6253,0.4053,survey-weighted
715,Colleton,SC,6230,0.6358,survey-weighted
716,Coryell,TX,6226,0.5615,survey-weighted
717,Frederick,VA,6223,0.6281,survey-weighted
718,Cole,MO,6202,0.5527,survey-weighted
719,Marquette,MI,6182,0.5220,survey-weighted
720,Bartow,GA,6172,0.8199,survey-weighted
721,Marion,WV,6158,0.5837,survey-weighted
722,Summit,UT,6149,0.8750,survey-weighted
723,Chittenden,VT,6136,0.6679,survey-weighted
724,Duplin,NC,6112,0.5036,survey-weighted
725,Chatham,NC,6108,0.5883,survey-weighted
726,Jefferson,OH,6106,0.4295,survey-weighted
727,Kittitas,WA,6098,0.5558,survey-weighted
728,Richland,OH,6093,0.4042,survey-weighted
729,Finney,KS,6090,0.8163,survey-weighted
730,Cherokee,SC,6071,0.6481,survey-weighted
731,Bolivar,MS,6056,0.6080,survey-weighted
732,Rockwall,TX,6042,0.5288,survey-weighted
733,Columbia,FL,6041,0.5555,survey-weighted
734,Levy,FL,6041,0.5555,survey-weighted
735,Camden,GA,6024,0.5615,survey-weighted
736,Wicomico,MD,6005,0.4679,survey-weighted
737,Fauquier,VA,6005,0.7672,survey-weighted
738,Colquitt,GA,5989,0.4900,survey-weighted
739,Venango,PA,5987,0.5685,survey-weighted
740,Christian,KY,5964,0.4933,survey-weighted
741,Monroe,FL,5961,0.5626,survey-weighted
742,Pennington,SD,5946,0.4803,survey-weighted
743,Granville,NC,5940,0.5504,survey-weighted
744,Berkshire,MA,5936,0.4469,survey-weighted
745,Roanoke,VA,5929,0.5563,survey-weighted
746,Bedford,TN,5926,0.7632,survey-weighted
747,Washington,OH,5917,0.4727,survey-weighted
748,Rockdale,GA,5914,0.4427,survey-weighted
749,Otero,NM,5883,0.4552,survey-weighted
750,Russell,AL,5867,0.6206,survey-weighted
751,Putnam,NY,5862,0.9351,survey-weighted
752,Alexandria city,VA,5841,0.4992,survey-weighted
753,Sampson,NC,5821,0.5036,survey-weighted
754,Platte,MO,5808,0.8200,survey-weighted
755,Howard,IN,5807,0.5178,survey-weighted
756,Maverick,TX,5806,0.4053,survey-weighted
757,Boyd,KY,5804,0.5509,survey-weighted
758,Hopkins,KY,5801,0.6220,survey-weighted
759,Pulaski,VA,5783,0.6402,survey-weighted
760,Sequoyah,OK,5780,0.4936,survey-weighted
761,Walker,AL,5765,0.4913,survey-weighted
762,Augusta,VA,5762,0.7200,survey-weighted
763,Allen,OH,5760,0.4475,survey-weighted
764,Washington,WI,5758,0.5822,survey-weighted
765,Camden,MO,5745,0.6708,survey-weighted
766,Coshocton,OH,5730,0.6239,survey-weighted
767,Holmes,OH,5730,0.6239,survey-weighted
768,Hood,TX,5721,0.6965,survey-weighted
769,Nash,NC,5708,0.3470,survey-weighted
770,Indiana,PA,5706,0.4156,survey-weighted
771,Blue Earth,MN,5704,0.7908,survey-weighted
772,Bryan,OK,5700,0.5825,survey-weighted
773,Dallas,IA,5693,0.8302,survey-weighted
774,Watauga,NC,5692,0.6569,survey-weighted
775,Scott,MN,5687,0.7398,survey-weighted
776,Polk,TX,5686,0.5642,survey-weighted
777,Burke,NC,5684,0.3343,survey-weighted
778,Chaves,NM,5683,0.4262,survey-weighted
779,Greene,AR,5656,0.5835,survey-weighted
780,Oktibbeha,MS,5631,0.5599,survey-weighted
781,Clallam,WA,5631,0.6206,survey-weighted
782,Klamath,OR,5617,0.3774,survey-weighted
783,Harrison,TX,5615,0.4539,survey-weighted
784,Otsego,NY,5602,0.6415,survey-weighted
785,St. Martin Parish,LA,5601,0.4064,survey-weighted
786,Thomas,GA,5590,0.4900,survey-weighted
787,Lawrence,TN,5588,0.6352,survey-weighted
788,Aransas,TX,5582,0.6939,survey-weighted
789,Campbell,TN,5572,0.5392,survey-weighted
790,Vernon Parish,LA,5560,0.5367,survey-weighted
791,Ionia,MI,5548,0.5173,survey-weighted
792,Salem,NJ,5536,0.4639,survey-weighted
793,Hawkins,TN,5526,0.5084,survey-weighted
794,Columbia,NY,5519,0.6545,survey-weighted
795,Wright,MN,5512,0.6938,survey-weighted
796,Kauai,HI,5509,0.5429,survey-weighted
797,Gordon,GA,5491,0.5649,survey-weighted
798,Valencia,NM,5488,0.3902,survey-weighted
799,Eau Claire,WI,5487,0.4769,survey-weighted
800,Dale,AL,5479,0.5616,survey-weighted
801,Miami,IN,5478,0.6093,survey-weighted
802,Cowlitz,WA,5476,0.4615,survey-weighted
803,Midland,MI,5472,0.4298,survey-weighted
804,Henry,VA,5471,0.4995,survey-weighted
805,St. Clair,AL,5469,0.4440,survey-weighted
806,Cass,MO,5466,0.5819,survey-weighted
807,Otter Tail,MN,5463,0.4963,survey-weighted
808,St. Joseph,MI,5433,0.6134,survey-weighted
809,Vermilion,IL,5427,0.3872,survey-weighted
810,Newton,GA,5421,0.4427,survey-weighted
811,Franklin,NC,5417,0.4691,survey-weighted
812,Anderson,TN,5413,0.4956,survey-weighted
813,Wilson,TX,5411,0.5431,survey-weighted
814,Atascosa,TX,5401,0.5435,survey-weighted
815,Kankakee,IL,5374,0.4730,survey-weighted
816,Stone,MO,5368,0.6379,survey-weighted
817,Raleigh,WV,5354,0.4787,survey-weighted
818,Crow Wing,MN,5352,0.6830,survey-weighted
819,Baxter,AR,5345,0.6149,survey-weighted
820,Tipton,TN,5341,0.6470,survey-weighted
821,Lincoln,TN,5334,0.7632,survey-weighted
822,Whitley,KY,5315,0.4852,survey-weighted
823,Anderson,TX,5303,0.6482,survey-weighted
824,Bowie,TX,5282,0.3208,survey-weighted
825,Lewis,WA,5275,0.5224,survey-weighted
826,Warren,TN,5267,0.5741,survey-weighted
827,Spotsylvania,VA,5264,0.6163,survey-weighted
828,Weakley,TN,5263,0.5727,survey-weighted
829,Geauga,OH,5262,0.4618,survey-weighted
830,Crawford,PA,5261,0.4856,survey-weighted
831,Washington,VA,5256,0.4617,survey-weighted
832,Walker,TX,5249,0.5642,survey-weighted
833,Tehama,CA,5245,0.6064,MODELED
834,Matagorda,TX,5241,0.6437,survey-weighted
835,Franklin,KY,5231,0.5069,survey-weighted
836,Dubuque,IA,5229,0.5865,survey-weighted
837,Union,AR,5199,0.7422,survey-weighted
838,Baldwin,GA,5184,0.5767,survey-weighted
839,Christian,MO,5182,0.5748,survey-weighted
840,St. Francois,MO,5161,0.4228,survey-weighted
841,Worcester,MD,5147,0.4679,survey-weighted
842,Clinton,NY,5145,0.5293,survey-weighted
843,Lee,NC,5143,0.5883,survey-weighted
844,Clay,MN,5142,0.4963,survey-weighted
845,Okeechobee,FL,5140,0.5706,survey-weighted
846,Chesterfield,SC,5137,0.4201,survey-weighted
847,Lafayette,MS,5129,0.5298,survey-weighted
848,San Benito,CA,5126,0.6977,MODELED
849,Hot Spring,AR,5103,0.7516,survey-weighted
850,Franklin,AL,5087,0.6655,survey-weighted
851,Jasper,TX,5082,0.6637,survey-weighted
852,Van Zandt,TX,5081,0.5593,survey-weighted
853,Newton,MO,5075,0.4770,survey-weighted
854,Hopkins,TX,5075,0.6700,survey-weighted
855,Sullivan,NY,5068,0.5276,survey-weighted
856,Clare,MI,5061,0.6106,survey-weighted
857,Kerr,TX,5061,0.7756,survey-weighted
858,Carter,OK,5054,0.5574,survey-weighted
859,Whitman,WA,5050,0.5681,survey-weighted
860,Lincoln,OR,5050,0.4710,survey-weighted
861,Sussex,NJ,5046,0.7169,survey-weighted
862,Stafford,VA,5038,0.5822,survey-weighted
863,Pike,MS,5028,0.6179,survey-weighted
864,Muskogee,OK,5021,0.5717,survey-weighted
865,Alcorn,MS,5015,0.6045,survey-weighted
866,Marshall,MS,5015,0.6045,survey-weighted
867,Laurel,KY,5009,0.3170,survey-weighted
868,Sauk,WI,5007,0.5968,survey-weighted
869,Transylvania,NC,5002,0.6901,survey-weighted
870,Barrow,GA,5001,0.4960,survey-weighted
871,Muskingum,OH,4992,0.2995,survey-weighted
872,Huron,OH,4977,0.5209,survey-weighted
873,Winona,MN,4974,0.7849,survey-weighted
874,Garfield,OK,4971,0.5054,survey-weighted
875,Eaton,MI,4968,0.4747,survey-weighted
876,Hancock,OH,4964,0.6580,survey-weighted
877,Aroostook,ME,4963,0.4128,survey-weighted
878,Santa Cruz,AZ,4960,0.5157,survey-weighted
879,Chester,SC,4953,0.5966,survey-weighted
880,Scott,KY,4939,0.5042,survey-weighted
881,Lincoln Parish,LA,4936,0.4967,survey-weighted
882,Yamhill,OR,4935,0.4407,survey-weighted
883,Athens,OH,4931,0.4727,survey-weighted
884,Burnet,TX,4916,0.5615,survey-weighted
885,Reno,KS,4915,0.6859,survey-weighted
886,Belmont,OH,4912,0.4174,survey-weighted
887,Erath,TX,4904,0.6965,survey-weighted
888,Manitowoc,WI,4898,0.6304,survey-weighted
889,Barren,KY,4888,0.4989,survey-weighted
890,Ross,OH,4876,0.3334,survey-weighted
891,Harlan,KY,4872,0.4852,survey-weighted
892,Knox,KY,4872,0.4852,survey-weighted
893,Montcalm,MI,4855,0.5173,survey-weighted
894,Troup,GA,4848,0.3312,survey-weighted
895,Wharton,TX,4838,0.6437,survey-weighted
896,Polk,WI,4828,0.7365,survey-weighted
897,Pontotoc,OK,4823,0.5825,survey-weighted
898,Allegany,NY,4810,0.5520,survey-weighted
899,Harrisonburg city,VA,4794,0.7420,survey-weighted
900,Somerset,PA,4790,0.4560,survey-weighted
901,Cherokee,TX,4786,0.5127,survey-weighted
902,Rusk,TX,4786,0.5127,survey-weighted
903,Dyer,TN,4784,0.5727,survey-weighted
904,Obion,TN,4784,0.5727,survey-weighted
905,Delaware,OK,4780,0.5094,survey-weighted
906,Marion,OH,4776,0.5222,survey-weighted
907,Poinsett,AR,4730,0.5714,survey-weighted
908,Greene,NY,4730,0.6545,survey-weighted
909,Coffee,TN,4726,0.5825,survey-weighted
910,Umatilla,OR,4726,0.4406,survey-weighted
911,Henderson,KY,4724,0.5740,survey-weighted
912,Allegany,MD,4724,0.3938,survey-weighted
913,Columbus,NC,4723,0.3573,survey-weighted
914,Jackson,GA,4723,0.4960,survey-weighted
915,Sunflower,MS,4710,0.6080,survey-weighted
916,Wayne,IN,4709,0.4296,survey-weighted
917,Pottawatomie,OK,4697,0.2778,survey-weighted
918,Howell,MO,4696,0.6766,survey-weighted
919,Oldham,KY,4686,0.5648,survey-weighted
920,Curry,NM,4680,0.4262,survey-weighted
921,Warren,MS,4672,0.4852,survey-weighted
922,Cherokee,NC,4665,0.6020,survey-weighted
923,Autauga,AL,4664,0.3985,survey-weighted
924,Dallas,AL,4664,0.3985,survey-weighted
925,Lapeer,MI,4654,0.5539,survey-weighted
926,Henry,TN,4637,0.6037,survey-weighted
927,Dougherty,GA,4635,0.2530,survey-weighted
928,Gibson,TN,4631,0.4893,survey-weighted
929,Madison,ID,4628,0.6680,survey-weighted
930,Mifflin,PA,4608,0.5502,survey-weighted
931,Lincoln,SD,4600,0.6678,survey-weighted
932,Kandiyohi,MN,4599,0.7364,survey-weighted
933,Jessamine,KY,4594,0.6853,survey-weighted
934,Bartholomew,IN,4588,0.5714,survey-weighted
935,Clarion,PA,4578,0.5685,survey-weighted
936,Jefferson,PA,4578,0.5685,survey-weighted
937,Stokes,NC,4575,0.5827,survey-weighted
938,Campbell,VA,4575,0.5413,survey-weighted
939,Giles,TN,4572,0.6352,survey-weighted
940,Adams,MS,4571,0.6179,survey-weighted
941,Lincoln,MS,4571,0.6179,survey-weighted
942,Medina,TX,4570,0.5435,survey-weighted
943,Ford,KS,4568,0.8163,survey-weighted
944,Titus,TX,4567,0.6700,survey-weighted
945,Bee,TX,4567,0.6939,survey-weighted
946,Hoke,NC,4560,0.3972,survey-weighted
947,Sweetwater,WY,4543,0.7064,survey-weighted
948,Island,WA,4537,0.5706,survey-weighted
949,Washington Parish,LA,4535,0.3804,survey-weighted
950,Grays Harbor,WA,4526,0.5774,survey-weighted
951,Burleigh,ND,4525,0.4907,survey-weighted
952,Natchitoches Parish,LA,4524,0.4967,survey-weighted
953,Fayette,TN,4520,0.6470,survey-weighted
954,Armstrong,PA,4518,0.4156,survey-weighted
955,Cooke,TX,4513,0.7252,survey-weighted
956,Fannin,TX,4513,0.7252,survey-weighted
957,Monroe,WI,4513,0.6268,survey-weighted
958,Mecosta,MI,4508,0.5173,survey-weighted
959,Barry,MO,4473,0.6379,survey-weighted
960,Columbia,PA,4473,0.5529,survey-weighted
961,Grand Traverse,MI,4470,0.6398,survey-weighted
962,Campbell,WY,4469,0.7975,survey-weighted
963,Muhlenberg,KY,4463,0.6220,survey-weighted
964,Overton,TN,4462,0.6686,survey-weighted
965,Mercer,WV,4461,0.3877,survey-weighted
966,Tooele,UT,4459,0.5846,survey-weighted
967,Johnson,MO,4459,0.5532,survey-weighted
968,Covington,AL,4445,0.5279,survey-weighted
969,Tuscola,MI,4442,0.5282,survey-weighted
970,Waller,TX,4435,0.6437,survey-weighted
971,Mississippi,AR,4434,0.4970,survey-weighted
972,Pike,PA,4415,0.6454,survey-weighted
973,St. Mary's,MD,4415,0.6241,survey-weighted
974,Cocke,TN,4404,0.5890,survey-weighted
975,Coffee,GA,4400,0.4546,survey-weighted
976,Siskiyou,CA,4394,0.6263,MODELED
977,Cascade,MT,4393,0.5854,survey-weighted
978,Albany,WY,4391,0.7570,survey-weighted
979,Le Flore,OK,4384,0.4119,survey-weighted
980,Wabash,IN,4382,0.6093,survey-weighted
981,Hillsdale,MI,4377,0.6314,survey-weighted
982,Hunt,TX,4375,0.5288,survey-weighted
983,Skagit,WA,4366,0.5524,survey-weighted
984,Wood,WI,4363,0.5346,survey-weighted
985,Wood,TX,4355,0.5593,survey-weighted
986,Cape May,NJ,4355,0.4103,survey-weighted
987,Logan,OK,4355,0.5070,survey-weighted
988,Van Buren,MI,4341,0.3193,survey-weighted
989,Washington,OK,4340,0.3983,survey-weighted
990,Roane,TN,4331,0.4956,survey-weighted
991,Coahoma,MS,4319,0.5236,survey-weighted
992,Cayuga,NY,4318,0.5437,survey-weighted
993,Marshall,IN,4304,0.7768,survey-weighted
994,Caldwell,TX,4299,0.6969,survey-weighted
995,Scott,MO,4298,0.6567,survey-weighted
996,Hardin,TX,4296,0.4918,survey-weighted
997,Tift,GA,4293,0.5137,survey-weighted
998,Geary,KS,4291,0.7601,survey-weighted
999,Hendry,FL,4283,0.5706,survey-weighted
1000,Pittsburg,OK,4283,0.4960,survey-weighted
1001,Beaufort,NC,4276,0.4570,survey-weighted
1002,Carroll,AR,4276,0.6149,survey-weighted
1003,Saline,KS,4273,0.6513,survey-weighted
1004,Polk,OR,4252,0.4710,survey-weighted
1005,Lawrence,OH,4251,0.3033,survey-weighted
1006,Newport,RI,4238,0.5229,survey-weighted
1007,Morgan,IN,4237,0.6429,survey-weighted
1008,Grady,OK,4227,0.4835,survey-weighted
1009,Ozaukee,WI,4223,0.5822,survey-weighted
1010,Gratiot,MI,4218,0.6106,survey-weighted
1011,James City,VA,4218,0.6344,survey-weighted
1012,Robertson,TN,4217,0.7310,survey-weighted
1013,Essex,NY,4209,0.5293,survey-weighted
1014,Goodhue,MN,4209,0.7849,survey-weighted
1015,Fremont,WY,4194,0.7064,survey-weighted
1016,Richmond,NC,4180,0.3972,survey-weighted
1017,Wise,TX,4171,0.5065,survey-weighted
1018,Macon,AL,4170,0.6056,survey-weighted
1019,Tallapoosa,AL,4170,0.6056,survey-weighted
1020,Manassas city,VA,4166,0.8066,survey-weighted
1021,Mercer,PA,4156,0.2864,survey-weighted
1022,Tuolumne,CA,4154,0.6346,MODELED
1023,Coos,OR,4152,0.3957,survey-weighted
1024,Josephine,OR,4152,0.3957,survey-weighted
1025,Clarendon,SC,4149,0.6372,survey-weighted
1026,Williamsburg,SC,4149,0.6372,survey-weighted
1027,Dearborn,IN,4148,0.6744,survey-weighted
1028,Barron,WI,4138,0.7365,survey-weighted
1029,Anson,NC,4137,0.6884,survey-weighted
1030,St. Charles Parish,LA,4134,0.6170,survey-weighted
1031,Habersham,GA,4128,0.5406,survey-weighted
1032,Huron,MI,4125,0.5282,survey-weighted
1033,Sanilac,MI,4125,0.5282,survey-weighted
1034,Adams,IL,4113,0.5037,survey-weighted
1035,Hill,TX,4107,0.6603,survey-weighted
1036,Navarro,TX,4107,0.6603,survey-weighted
1037,Mason,WA,4095,0.5774,survey-weighted
1038,Fayette,WV,4094,0.4787,survey-weighted
1039,Palo Pinto,TX,4087,0.6965,survey-weighted
1040,LaSalle,IL,4084,0.3742,survey-weighted
1041,Marion,AL,4070,0.5068,survey-weighted
1042,Polk,AR,4063,0.6951,survey-weighted
1043,Vance,NC,4062,0.4691,survey-weighted
1044,Butler,MO,4060,0.5548,survey-weighted
1045,Chattooga,GA,4057,0.6583,survey-weighted
1046,Bingham,ID,4049,0.6516,survey-weighted
1047,Jefferson,WI,4040,0.5185,survey-weighted
1048,Cowley,KS,4039,0.6771,survey-weighted
1049,Grainger,TN,4035,0.6879,survey-weighted
1050,Osage,OK,4030,0.3983,survey-weighted
1051,Evangeline Parish,LA,4024,0.5814,survey-weighted
1052,Prentiss,MS,4012,0.6045,survey-weighted
1053,Juneau,WI,4011,0.6268,survey-weighted
1054,Bell,KY,3986,0.4852,survey-weighted
1055,York,VA,3970,0.6344,survey-weighted
1056,Crawford,KS,3966,0.5831,survey-weighted
1057,Warren,NJ,3964,0.6103,survey-weighted
1058,Franklin,VA,3960,0.5656,survey-weighted
1059,Elmore,AL,3958,0.3442,survey-weighted
1060,Oconee,GA,3955,0.6395,survey-weighted
1061,Dare,NC,3947,0.4570,survey-weighted
1062,Madison,NY,3944,0.4829,survey-weighted
1063,Ashe,NC,3941,0.6569,survey-weighted
1064,Clinton,MI,3941,0.4747,survey-weighted
1065,DeKalb,IL,3939,0.3731,survey-weighted
1066,Nelson,KY,3937,0.5947,survey-weighted
1067,San Jacinto,TX,3937,0.5642,survey-weighted
1068,Branch,MI,3923,0.6134,survey-weighted
1069,Wasatch,UT,3912,0.7103,survey-weighted
1070,Barton,KS,3908,0.7013,survey-weighted
1071,Somerset,ME,3901,0.3285,survey-weighted
1072,Union,PA,3900,0.5502,survey-weighted
1073,Macon,NC,3888,0.6020,survey-weighted
1074,Okmulgee,OK,3887,0.5214,survey-weighted
1075,Halifax,NC,3861,0.3663,survey-weighted
1076,Claiborne,TN,3857,0.5392,survey-weighted
1077,Jefferson,WV,3856,0.5699,survey-weighted
1078,Dillon,SC,3854,0.4281,survey-weighted
1079,Portage,WI,3850,0.5346,survey-weighted
1080,Caddo,OK,3849,0.4922,survey-weighted
1081,Dodge,WI,3848,0.5185,survey-weighted
1082,Clinton,IA,3842,0.5474,survey-weighted
1083,Cecil,MD,3831,0.3082,survey-weighted
1084,Fayette,GA,3830,0.8949,survey-weighted
1085,Herkimer,NY,3817,0.5049,survey-weighted
1086,Callaway,MO,3790,0.5527,survey-weighted
1087,Lawrence,PA,3785,0.3758,survey-weighted
1088,Haralson,GA,3773,0.4517,survey-weighted
1089,Polk,GA,3773,0.4517,survey-weighted
1090,Noble,IN,3763,0.6992,survey-weighted
1091,Monroe,MS,3761,0.5298,survey-weighted
1092,Toombs,GA,3757,0.4939,survey-weighted
1093,Texas,MO,3757,0.6766,survey-weighted
1094,Hart,GA,3753,0.5406,survey-weighted
1095,Shelby,KY,3749,0.5648,survey-weighted
1096,Windham,CT,3744,0.4238,survey-weighted (LEGACY COUNTIES)
1097,Blaine,ID,3742,0.7084,survey-weighted
1098,Boone,AR,3741,0.6149,survey-weighted
