geoid,county,state,pop_poverty_universe,pop_under_130_fpl,pop_under_200_fpl,snap_hh,poor_hh,eligible_unenrolled,method
31083,"Harlan County, NE",NE,2799,290,694,63.0,106.0,10,FNS state total allocated by share of under-130% FPL population
32027,"Pershing County, NV",NV,4748,762,1513,161.0,216.0,10,FNS state total allocated by share of under-130% FPL population
40045,"Ellis County, OK",OK,3610,668,1325,170.0,192.0,10,FNS state total allocated by share of under-130% FPL population
40129,"Roger Mills County, OK",OK,3327,709,1334,148.0,188.0,10,FNS state total allocated by share of under-130% FPL population
48261,"Kenedy County, TX",TX,144,58,116,1.0,7.0,10,FNS state total allocated by share of under-130% FPL population
48393,"Roberts County, TX",TX,832,56,158,11.0,16.0,10,FNS state total allocated by share of under-130% FPL population
19009,"Audubon County, IA",IA,5466,988,1684,218.0,301.0,9,FNS state total allocated by share of under-130% FPL population
19051,"Davis County, IA",IA,9059,978,2807,215.0,271.0,9,FNS state total allocated by share of under-130% FPL population
19135,"Monroe County, IA",IA,7334,977,2097,241.0,302.0,9,FNS state total allocated by share of under-130% FPL population
19185,"Wayne County, IA",IA,6422,1012,2200,264.0,278.0,9,FNS state total allocated by share of under-130% FPL population
31165,"Sioux County, NE",NE,1171,268,566,11.0,76.0,9,FNS state total allocated by share of under-130% FPL population
38087,"Slope County, ND",ND,766,90,184,9.0,22.0,9,FNS state total allocated by share of under-130% FPL population
40059,"Harper County, OK",OK,3147,642,1160,59.0,201.0,9,FNS state total allocated by share of under-130% FPL population
46063,"Harding County, SD",SD,1138,104,212,10.0,38.0,9,FNS state total allocated by share of under-130% FPL population
48269,"King County, TX",TX,211,50,106,0.0,28.0,9,FNS state total allocated by share of under-130% FPL population
19071,"Fremont County, IA",IA,6399,864,1660,329.0,291.0,8,FNS state total allocated by share of under-130% FPL population
19173,"Taylor County, IA",IA,5770,808,1654,252.0,308.0,8,FNS state total allocated by share of under-130% FPL population
19195,"Worth County, IA",IA,7260,903,1581,212.0,288.0,8,FNS state total allocated by share of under-130% FPL population
46069,"Hyde County, SD",SD,1150,95,286,12.0,35.0,8,FNS state total allocated by share of under-130% FPL population
50009,"Essex County, VT",VT,5979,1279,2122,530.0,376.0,8,FNS state total allocated by share of under-130% FPL population
31071,"Garfield County, NE",NE,1656,204,501,35.0,85.0,7,FNS state total allocated by share of under-130% FPL population
32011,"Eureka County, NV",NV,1579,462,857,16.0,85.0,6,FNS state total allocated by share of under-130% FPL population
19003,"Adams County, IA",IA,3543,491,1067,146.0,168.0,5,FNS state total allocated by share of under-130% FPL population
19159,"Ringgold County, IA",IA,4479,543,1309,249.0,228.0,5,FNS state total allocated by share of under-130% FPL population
22023,"Cameron Parish, LA",LA,4971,712,1306,173.0,162.0,5,FNS state total allocated by share of under-130% FPL population
31085,"Hayes County, NE",NE,843,137,227,19.0,63.0,5,FNS state total allocated by share of under-130% FPL population
31149,"Rock County, NE",NE,1275,154,355,32.0,81.0,5,FNS state total allocated by share of under-130% FPL population
50013,"Grand Isle County, VT",VT,7420,849,1287,283.0,255.0,5,FNS state total allocated by share of under-130% FPL population
31075,"Grant County, NE",NE,617,105,214,6.0,48.0,4,FNS state total allocated by share of under-130% FPL population
32017,"Lincoln County, NV",NV,4069,322,1116,79.0,93.0,4,FNS state total allocated by share of under-130% FPL population
32029,"Storey County, NV",NV,4137,328,754,83.0,165.0,4,FNS state total allocated by share of under-130% FPL population
40025,"Cimarron County, OK",OK,2204,281,769,39.0,65.0,4,FNS state total allocated by share of under-130% FPL population
15005,"Kalawao County, HI",HI,66,18,36,3.0,0.0,3,FNS state total allocated by share of under-130% FPL population
31007,"Banner County, NE",NE,742,72,125,4.0,16.0,3,FNS state total allocated by share of under-130% FPL population
31091,"Hooker County, NE",NE,626,89,152,1.0,32.0,3,FNS state total allocated by share of under-130% FPL population
31103,"Keya Paha County, NE",NE,822,96,239,4.0,32.0,3,FNS state total allocated by share of under-130% FPL population
31113,"Logan County, NE",NE,766,90,152,6.0,19.0,3,FNS state total allocated by share of under-130% FPL population
31115,"Loup County, NE",NE,578,74,119,15.0,35.0,3,FNS state total allocated by share of under-130% FPL population
31117,"McPherson County, NE",NE,475,89,169,2.0,17.0,3,FNS state total allocated by share of under-130% FPL population
31183,"Wheeler County, NE",NE,847,75,243,10.0,28.0,3,FNS state total allocated by share of under-130% FPL population
31005,"Arthur County, NE",NE,484,66,116,11.0,17.0,2,FNS state total allocated by share of under-130% FPL population
31009,"Blaine County, NE",NE,422,52,139,0.0,24.0,2,FNS state total allocated by share of under-130% FPL population
31171,"Thomas County, NE",NE,564,71,120,13.0,35.0,2,FNS state total allocated by share of under-130% FPL population
32009,"Esmeralda County, NV",NV,1022,184,476,140.0,127.0,2,FNS state total allocated by share of under-130% FPL population
08001,"Adams County, CO",CO,526053,70542,125340,19524.0,18306.0,0,state at a capped 100% participation rate — no measurable gap under federal eligibility rules
08003,"Alamosa County, CO",CO,15712,4303,7146,1900.0,1280.0,0,state at a capped 100% participation rate — no measurable gap under federal eligibility rules
08005,"Arapahoe County, CO",CO,654081,77586,132298,19911.0,20788.0,0,state at a capped 100% participation rate — no measurable gap under federal eligibility rules
08007,"Archuleta County, CO",CO,13788,1984,4211,409.0,510.0,0,state at a capped 100% participation rate — no measurable gap under federal eligibility rules
08009,"Baca County, CO",CO,3339,1035,1698,353.0,432.0,0,state at a capped 100% participation rate — no measurable gap under federal eligibility rules
08011,"Bent County, CO",CO,4351,1486,1983,402.0,516.0,0,state at a capped 100% participation rate — no measurable gap under federal eligibility rules
08013,"Boulder County, CO",CO,315898,44416,68055,8034.0,15787.0,0,state at a capped 100% participation rate — no measurable gap under federal eligibility rules
08014,"Broomfield County, CO",CO,75892,5813,9446,1212.0,1908.0,0,state at a capped 100% participation rate — no measurable gap under federal eligibility rules
08015,"Chaffee County, CO",CO,18807,2224,3882,695.0,1080.0,0,state at a capped 100% participation rate — no measurable gap under federal eligibility rules
08017,"Cheyenne County, CO",CO,1702,251,486,69.0,64.0,0,state at a capped 100% participation rate — no measurable gap under federal eligibility rules
08019,"Clear Creek County, CO",CO,9186,802,1218,281.0,312.0,0,state at a capped 100% participation rate — no measurable gap under federal eligibility rules
08021,"Conejos County, CO",CO,7482,1346,2902,514.0,461.0,0,state at a capped 100% participation rate — no measurable gap under federal eligibility rules
08023,"Costilla County, CO",CO,3585,1050,1779,481.0,498.0,0,state at a capped 100% participation rate — no measurable gap under federal eligibility rules
08025,"Crowley County, CO",CO,3900,1129,1950,300.0,314.0,0,state at a capped 100% participation rate — no measurable gap under federal eligibility rules
08027,"Custer County, CO",CO,5236,978,1452,204.0,326.0,0,state at a capped 100% participation rate — no measurable gap under federal eligibility rules
08029,"Delta County, CO",CO,30625,6183,10522,1467.0,1907.0,0,state at a capped 100% participation rate — no measurable gap under federal eligibility rules
08031,"Denver County, CO",CO,707012,104584,170439,29550.0,36320.0,0,state at a capped 100% participation rate — no measurable gap under federal eligibility rules
08033,"Dolores County, CO",CO,2432,553,812,93.0,247.0,0,state at a capped 100% participation rate — no measurable gap under federal eligibility rules
08035,"Douglas County, CO",CO,375556,18703,32253,2951.0,5810.0,0,state at a capped 100% participation rate — no measurable gap under federal eligibility rules
08037,"Eagle County, CO",CO,54783,6634,12164,833.0,1953.0,0,state at a capped 100% participation rate — no measurable gap under federal eligibility rules
08039,"Elbert County, CO",CO,27822,1897,3102,393.0,572.0,0,state at a capped 100% participation rate — no measurable gap under federal eligibility rules
08041,"El Paso County, CO",CO,721539,87695,162738,26900.0,24527.0,0,state at a capped 100% participation rate — no measurable gap under federal eligibility rules
08043,"Fremont County, CO",CO,42094,8423,15187,2878.0,2520.0,0,state at a capped 100% participation rate — no measurable gap under federal eligibility rules
08045,"Garfield County, CO",CO,61372,7414,12996,1868.0,1963.0,0,state at a capped 100% participation rate — no measurable gap under federal eligibility rules
08047,"Gilpin County, CO",CO,5803,772,1504,278.0,277.0,0,state at a capped 100% participation rate — no measurable gap under federal eligibility rules
08049,"Grand County, CO",CO,15866,1533,3083,228.0,525.0,0,state at a capped 100% participation rate — no measurable gap under federal eligibility rules
08051,"Gunnison County, CO",CO,16155,2115,3749,648.0,889.0,0,state at a capped 100% participation rate — no measurable gap under federal eligibility rules
08053,"Hinsdale County, CO",CO,1005,45,180,63.0,23.0,0,state at a capped 100% participation rate — no measurable gap under federal eligibility rules
08055,"Huerfano County, CO",CO,6849,1565,2757,589.0,494.0,0,state at a capped 100% participation rate — no measurable gap under federal eligibility rules
08057,"Jackson County, CO",CO,1366,339,603,103.0,103.0,0,state at a capped 100% participation rate — no measurable gap under federal eligibility rules
08059,"Jefferson County, CO",CO,571202,50332,87390,13200.0,16289.0,0,state at a capped 100% participation rate — no measurable gap under federal eligibility rules
08061,"Kiowa County, CO",CO,1346,233,496,92.0,53.0,0,state at a capped 100% participation rate — no measurable gap under federal eligibility rules
08063,"Kit Carson County, CO",CO,6919,1093,2151,304.0,281.0,0,state at a capped 100% participation rate — no measurable gap under federal eligibility rules
08065,"Lake County, CO",CO,7242,767,1342,231.0,393.0,0,state at a capped 100% participation rate — no measurable gap under federal eligibility rules
08067,"La Plata County, CO",CO,54480,8934,13458,2125.0,2702.0,0,state at a capped 100% participation rate — no measurable gap under federal eligibility rules
08069,"Larimer County, CO",CO,357262,49684,82405,11813.0,18084.0,0,state at a capped 100% participation rate — no measurable gap under federal eligibility rules
08071,"Las Animas County, CO",CO,13657,3242,5046,1323.0,1294.0,0,state at a capped 100% participation rate — no measurable gap under federal eligibility rules
08073,"Lincoln County, CO",CO,4428,724,1517,243.0,307.0,0,state at a capped 100% participation rate — no measurable gap under federal eligibility rules
08075,"Logan County, CO",CO,18674,4385,6925,1478.0,1267.0,0,state at a capped 100% participation rate — no measurable gap under federal eligibility rules
08077,"Mesa County, CO",CO,154440,23570,43208,7468.0,7801.0,0,state at a capped 100% participation rate — no measurable gap under federal eligibility rules
08079,"Mineral County, CO",CO,729,111,213,30.0,63.0,0,state at a capped 100% participation rate — no measurable gap under federal eligibility rules
08081,"Moffat County, CO",CO,13108,2333,4377,645.0,524.0,0,state at a capped 100% participation rate — no measurable gap under federal eligibility rules
08083,"Montezuma County, CO",CO,26013,4746,8451,1336.0,1346.0,0,state at a capped 100% participation rate — no measurable gap under federal eligibility rules
08085,"Montrose County, CO",CO,43435,7433,12970,2023.0,2109.0,0,state at a capped 100% participation rate — no measurable gap under federal eligibility rules
08087,"Morgan County, CO",CO,29061,5312,9369,1771.0,1434.0,0,state at a capped 100% participation rate — no measurable gap under federal eligibility rules
08089,"Otero County, CO",CO,17861,5145,8229,1654.0,1512.0,0,state at a capped 100% participation rate — no measurable gap under federal eligibility rules
08091,"Ouray County, CO",CO,5079,415,875,102.0,142.0,0,state at a capped 100% participation rate — no measurable gap under federal eligibility rules
08093,"Park County, CO",CO,17803,1277,2163,334.0,628.0,0,state at a capped 100% participation rate — no measurable gap under federal eligibility rules
08095,"Phillips County, CO",CO,4389,975,1350,220.0,307.0,0,state at a capped 100% participation rate — no measurable gap under federal eligibility rules
08097,"Pitkin County, CO",CO,16940,2068,2849,250.0,836.0,0,state at a capped 100% participation rate — no measurable gap under federal eligibility rules
08099,"Prowers County, CO",CO,11577,2840,4853,951.0,940.0,0,state at a capped 100% participation rate — no measurable gap under federal eligibility rules
08101,"Pueblo County, CO",CO,164306,34449,57660,13495.0,10737.0,0,state at a capped 100% participation rate — no measurable gap under federal eligibility rules
08103,"Rio Blanco County, CO",CO,6284,811,1573,388.0,255.0,0,state at a capped 100% participation rate — no measurable gap under federal eligibility rules
08105,"Rio Grande County, CO",CO,11040,2283,3246,874.0,976.0,0,state at a capped 100% participation rate — no measurable gap under federal eligibility rules
08107,"Routt County, CO",CO,24758,2084,4146,575.0,685.0,0,state at a capped 100% participation rate — no measurable gap under federal eligibility rules
08109,"Saguache County, CO",CO,6550,1633,2691,819.0,685.0,0,state at a capped 100% participation rate — no measurable gap under federal eligibility rules
08111,"San Juan County, CO",CO,724,184,236,34.0,88.0,0,state at a capped 100% participation rate — no measurable gap under federal eligibility rules
08113,"San Miguel County, CO",CO,7952,1247,2006,167.0,637.0,0,state at a capped 100% participation rate — no measurable gap under federal eligibility rules
08115,"Sedgwick County, CO",CO,2269,433,966,192.0,176.0,0,state at a capped 100% participation rate — no measurable gap under federal eligibility rules
08117,"Summit County, CO",CO,30843,3584,5947,213.0,1002.0,0,state at a capped 100% participation rate — no measurable gap under federal eligibility rules
08119,"Teller County, CO",CO,24680,2359,4573,1298.0,856.0,0,state at a capped 100% participation rate — no measurable gap under federal eligibility rules
08121,"Washington County, CO",CO,4640,582,1255,230.0,207.0,0,state at a capped 100% participation rate — no measurable gap under federal eligibility rules
08123,"Weld County, CO",CO,344481,45885,81849,11355.0,11324.0,0,state at a capped 100% participation rate — no measurable gap under federal eligibility rules
08125,"Yuma County, CO",CO,9753,2082,3006,541.0,731.0,0,state at a capped 100% participation rate — no measurable gap under federal eligibility rules
11001,"District of Columbia, DC",DC,654224,119319,162185,52355.0,49443.0,0,state at a capped 100% participation rate — no measurable gap under federal eligibility rules
17001,"Adams County, IL",IL,62964,11355,19107,3448.0,3853.0,0,state at a capped 100% participation rate — no measurable gap under federal eligibility rules
17003,"Alexander County, IL",IL,4773,1150,2221,511.0,391.0,0,state at a capped 100% participation rate — no measurable gap under federal eligibility rules
17005,"Bond County, IL",IL,14625,2265,4422,793.0,626.0,0,state at a capped 100% participation rate — no measurable gap under federal eligibility rules
17007,"Boone County, IL",IL,52591,7179,14145,2781.0,1974.0,0,state at a capped 100% participation rate — no measurable gap under federal eligibility rules
17009,"Brown County, IL",IL,4380,774,1329,247.0,263.0,0,state at a capped 100% participation rate — no measurable gap under federal eligibility rules
17011,"Bureau County, IL",IL,32318,5211,9727,1889.0,1558.0,0,state at a capped 100% participation rate — no measurable gap under federal eligibility rules
17013,"Calhoun County, IL",IL,4234,321,634,95.0,89.0,0,state at a capped 100% participation rate — no measurable gap under federal eligibility rules
17015,"Carroll County, IL",IL,13916,2810,4743,996.0,803.0,0,state at a capped 100% participation rate — no measurable gap under federal eligibility rules
17017,"Cass County, IL",IL,12681,2525,4341,755.0,666.0,0,state at a capped 100% participation rate — no measurable gap under federal eligibility rules
17019,"Champaign County, IL",IL,193591,45288,66634,7764.0,17337.0,0,state at a capped 100% participation rate — no measurable gap under federal eligibility rules
17021,"Christian County, IL",IL,31768,4844,10108,2076.0,1541.0,0,state at a capped 100% participation rate — no measurable gap under federal eligibility rules
17023,"Clark County, IL",IL,14932,2168,3852,879.0,650.0,0,state at a capped 100% participation rate — no measurable gap under federal eligibility rules
17025,"Clay County, IL",IL,12820,3065,5036,983.0,878.0,0,state at a capped 100% participation rate — no measurable gap under federal eligibility rules
17027,"Clinton County, IL",IL,34882,4018,7302,1311.0,1173.0,0,state at a capped 100% participation rate — no measurable gap under federal eligibility rules
17029,"Coles County, IL",IL,43081,10796,16022,3947.0,3837.0,0,state at a capped 100% participation rate — no measurable gap under federal eligibility rules
17031,"Cook County, IL",IL,5096183,911798,1457064,329128.0,288122.0,0,state at a capped 100% participation rate — no measurable gap under federal eligibility rules
17033,"Crawford County, IL",IL,17140,2783,4260,1030.0,1043.0,0,state at a capped 100% participation rate — no measurable gap under federal eligibility rules
17035,"Cumberland County, IL",IL,10153,1224,1928,385.0,403.0,0,state at a capped 100% participation rate — no measurable gap under federal eligibility rules
17037,"DeKalb County, IL",IL,95844,19076,29486,5827.0,6755.0,0,state at a capped 100% participation rate — no measurable gap under federal eligibility rules
17039,"De Witt County, IL",IL,15102,2307,4042,863.0,641.0,0,state at a capped 100% participation rate — no measurable gap under federal eligibility rules
17041,"Douglas County, IL",IL,19385,2400,4933,965.0,746.0,0,state at a capped 100% participation rate — no measurable gap under federal eligibility rules
17043,"DuPage County, IL",IL,916833,81359,143203,26030.0,25121.0,0,state at a capped 100% participation rate — no measurable gap under federal eligibility rules
17045,"Edgar County, IL",IL,16136,3275,6052,1460.0,899.0,0,state at a capped 100% participation rate — no measurable gap under federal eligibility rules
17047,"Edwards County, IL",IL,6040,1327,2047,457.0,455.0,0,state at a capped 100% participation rate — no measurable gap under federal eligibility rules
17049,"Effingham County, IL",IL,34062,5026,7987,1696.0,1318.0,0,state at a capped 100% participation rate — no measurable gap under federal eligibility rules
17051,"Fayette County, IL",IL,20146,4296,7669,909.0,1063.0,0,state at a capped 100% participation rate — no measurable gap under federal eligibility rules
17053,"Ford County, IL",IL,12835,2188,4033,842.0,915.0,0,state at a capped 100% participation rate — no measurable gap under federal eligibility rules
17055,"Franklin County, IL",IL,36627,8753,13492,4171.0,3057.0,0,state at a capped 100% participation rate — no measurable gap under federal eligibility rules
17057,"Fulton County, IL",IL,30881,6371,10458,2393.0,1860.0,0,state at a capped 100% participation rate — no measurable gap under federal eligibility rules
17059,"Gallatin County, IL",IL,4785,972,1680,458.0,331.0,0,state at a capped 100% participation rate — no measurable gap under federal eligibility rules
17061,"Greene County, IL",IL,11415,2065,4138,689.0,617.0,0,state at a capped 100% participation rate — no measurable gap under federal eligibility rules
17063,"Grundy County, IL",IL,52681,5073,9872,2251.0,1308.0,0,state at a capped 100% participation rate — no measurable gap under federal eligibility rules
17065,"Hamilton County, IL",IL,7847,1472,2601,516.0,416.0,0,state at a capped 100% participation rate — no measurable gap under federal eligibility rules
17067,"Hancock County, IL",IL,16993,3042,5000,1010.0,974.0,0,state at a capped 100% participation rate — no measurable gap under federal eligibility rules
17069,"Hardin County, IL",IL,3513,616,1372,286.0,246.0,0,state at a capped 100% participation rate — no measurable gap under federal eligibility rules
17071,"Henderson County, IL",IL,6092,1225,1972,374.0,348.0,0,state at a capped 100% participation rate — no measurable gap under federal eligibility rules
17073,"Henry County, IL",IL,47842,6301,11933,2696.0,2073.0,0,state at a capped 100% participation rate — no measurable gap under federal eligibility rules
17075,"Iroquois County, IL",IL,25929,4586,8063,1623.0,1543.0,0,state at a capped 100% participation rate — no measurable gap under federal eligibility rules
17077,"Jackson County, IL",IL,49102,13965,21072,4243.0,4956.0,0,state at a capped 100% participation rate — no measurable gap under federal eligibility rules
17079,"Jasper County, IL",IL,9067,1336,2427,525.0,439.0,0,state at a capped 100% participation rate — no measurable gap under federal eligibility rules
17081,"Jefferson County, IL",IL,34923,6395,11869,2537.0,2007.0,0,state at a capped 100% participation rate — no measurable gap under federal eligibility rules
17083,"Jersey County, IL",IL,20187,2619,4902,945.0,910.0,0,state at a capped 100% participation rate — no measurable gap under federal eligibility rules
17085,"Jo Daviess County, IL",IL,21613,2788,5016,874.0,859.0,0,state at a capped 100% participation rate — no measurable gap under federal eligibility rules
17087,"Johnson County, IL",IL,11486,2515,3708,530.0,671.0,0,state at a capped 100% participation rate — no measurable gap under federal eligibility rules
17089,"Kane County, IL",IL,511065,55834,104911,20253.0,14744.0,0,state at a capped 100% participation rate — no measurable gap under federal eligibility rules
17091,"Kankakee County, IL",IL,102444,17757,31057,6532.0,4914.0,0,state at a capped 100% participation rate — no measurable gap under federal eligibility rules
17093,"Kendall County, IL",IL,136934,9656,20281,3907.0,2287.0,0,state at a capped 100% participation rate — no measurable gap under federal eligibility rules
17095,"Knox County, IL",IL,45294,9298,15542,3235.0,3296.0,0,state at a capped 100% participation rate — no measurable gap under federal eligibility rules
17097,"Lake County, IL",IL,694769,77188,130947,24166.0,22218.0,0,state at a capped 100% participation rate — no measurable gap under federal eligibility rules
17099,"LaSalle County, IL",IL,105456,17752,30184,6729.0,6313.0,0,state at a capped 100% participation rate — no measurable gap under federal eligibility rules
17101,"Lawrence County, IL",IL,13518,2980,4621,805.0,679.0,0,state at a capped 100% participation rate — no measurable gap under federal eligibility rules
17103,"Lee County, IL",IL,31387,5060,8564,2048.0,1768.0,0,state at a capped 100% participation rate — no measurable gap under federal eligibility rules
17105,"Livingston County, IL",IL,33560,4953,9115,2146.0,1542.0,0,state at a capped 100% participation rate — no measurable gap under federal eligibility rules
17107,"Logan County, IL",IL,24396,3940,6689,2068.0,1611.0,0,state at a capped 100% participation rate — no measurable gap under federal eligibility rules
17109,"McDonough County, IL",IL,24377,5492,8291,1680.0,2301.0,0,state at a capped 100% participation rate — no measurable gap under federal eligibility rules
17111,"McHenry County, IL",IL,310572,26879,49705,8679.0,7882.0,0,state at a capped 100% participation rate — no measurable gap under federal eligibility rules
17113,"McLean County, IL",IL,161892,25641,40809,7245.0,10266.0,0,state at a capped 100% participation rate — no measurable gap under federal eligibility rules
17115,"Macon County, IL",IL,98936,20010,30552,8595.0,6402.0,0,state at a capped 100% participation rate — no measurable gap under federal eligibility rules
17117,"Macoupin County, IL",IL,43080,7278,12297,2712.0,2300.0,0,state at a capped 100% participation rate — no measurable gap under federal eligibility rules
17119,"Madison County, IL",IL,258596,38533,67001,15129.0,12656.0,0,state at a capped 100% participation rate — no measurable gap under federal eligibility rules
17121,"Marion County, IL",IL,36047,7807,13252,3073.0,2379.0,0,state at a capped 100% participation rate — no measurable gap under federal eligibility rules
17123,"Marshall County, IL",IL,11340,1771,3103,687.0,608.0,0,state at a capped 100% participation rate — no measurable gap under federal eligibility rules
17125,"Mason County, IL",IL,12552,2473,4175,898.0,817.0,0,state at a capped 100% participation rate — no measurable gap under federal eligibility rules
17127,"Massac County, IL",IL,13494,2890,4693,931.0,959.0,0,state at a capped 100% participation rate — no measurable gap under federal eligibility rules
17129,"Menard County, IL",IL,11960,1695,3060,759.0,593.0,0,state at a capped 100% participation rate — no measurable gap under federal eligibility rules
17131,"Mercer County, IL",IL,15307,2208,4072,652.0,657.0,0,state at a capped 100% participation rate — no measurable gap under federal eligibility rules
17133,"Monroe County, IL",IL,34634,2376,4233,615.0,898.0,0,state at a capped 100% participation rate — no measurable gap under federal eligibility rules
17135,"Montgomery County, IL",IL,25618,4363,7594,1747.0,1749.0,0,state at a capped 100% participation rate — no measurable gap under federal eligibility rules
17137,"Morgan County, IL",IL,30858,5997,10420,2124.0,1670.0,0,state at a capped 100% participation rate — no measurable gap under federal eligibility rules
17139,"Moultrie County, IL",IL,14143,1872,4032,688.0,515.0,0,state at a capped 100% participation rate — no measurable gap under federal eligibility rules
17141,"Ogle County, IL",IL,50938,6814,12067,2231.0,1956.0,0,state at a capped 100% participation rate — no measurable gap under federal eligibility rules
17143,"Peoria County, IL",IL,174531,35594,55998,13992.0,12197.0,0,state at a capped 100% participation rate — no measurable gap under federal eligibility rules
17145,"Perry County, IL",IL,18089,3811,5678,1494.0,1203.0,0,state at a capped 100% participation rate — no measurable gap under federal eligibility rules
17147,"Piatt County, IL",IL,16583,1438,2722,433.0,512.0,0,state at a capped 100% participation rate — no measurable gap under federal eligibility rules
17149,"Pike County, IL",IL,14031,2786,4709,951.0,948.0,0,state at a capped 100% participation rate — no measurable gap under federal eligibility rules
17151,"Pope County, IL",IL,3600,613,1056,126.0,166.0,0,state at a capped 100% participation rate — no measurable gap under federal eligibility rules
17153,"Pulaski County, IL",IL,4808,1616,2168,444.0,435.0,0,state at a capped 100% participation rate — no measurable gap under federal eligibility rules
17155,"Putnam County, IL",IL,5576,520,1242,205.0,208.0,0,state at a capped 100% participation rate — no measurable gap under federal eligibility rules
17157,"Randolph County, IL",IL,27149,5306,7738,1538.0,1528.0,0,state at a capped 100% participation rate — no measurable gap under federal eligibility rules
17159,"Richland County, IL",IL,15320,2640,4753,1014.0,831.0,0,state at a capped 100% participation rate — no measurable gap under federal eligibility rules
17161,"Rock Island County, IL",IL,137358,27709,44036,9845.0,8997.0,0,state at a capped 100% participation rate — no measurable gap under federal eligibility rules
17163,"St. Clair County, IL",IL,248168,43768,71568,16293.0,13317.0,0,state at a capped 100% participation rate — no measurable gap under federal eligibility rules
17165,"Saline County, IL",IL,22628,5389,8758,2622.0,2056.0,0,state at a capped 100% participation rate — no measurable gap under federal eligibility rules
17167,"Sangamon County, IL",IL,191264,32782,51217,13108.0,11380.0,0,state at a capped 100% participation rate — no measurable gap under federal eligibility rules
17169,"Schuyler County, IL",IL,6649,1784,2598,318.0,283.0,0,state at a capped 100% participation rate — no measurable gap under federal eligibility rules
17171,"Scott County, IL",IL,4885,758,1450,332.0,253.0,0,state at a capped 100% participation rate — no measurable gap under federal eligibility rules
17173,"Shelby County, IL",IL,20477,2895,6054,1245.0,983.0,0,state at a capped 100% participation rate — no measurable gap under federal eligibility rules
17175,"Stark County, IL",IL,5149,847,1559,264.0,259.0,0,state at a capped 100% participation rate — no measurable gap under federal eligibility rules
17177,"Stephenson County, IL",IL,43013,8195,13147,3291.0,2509.0,0,state at a capped 100% participation rate — no measurable gap under federal eligibility rules
17179,"Tazewell County, IL",IL,127000,15701,27869,5605.0,5396.0,0,state at a capped 100% participation rate — no measurable gap under federal eligibility rules
17181,"Union County, IL",IL,16575,4204,6635,1191.0,1194.0,0,state at a capped 100% participation rate — no measurable gap under federal eligibility rules
17183,"Vermilion County, IL",IL,69149,16358,27034,5877.0,5160.0,0,state at a capped 100% participation rate — no measurable gap under federal eligibility rules
17185,"Wabash County, IL",IL,10859,2578,3886,966.0,821.0,0,state at a capped 100% participation rate — no measurable gap under federal eligibility rules
17187,"Warren County, IL",IL,15297,3068,5129,1083.0,907.0,0,state at a capped 100% participation rate — no measurable gap under federal eligibility rules
17189,"Washington County, IL",IL,13390,1628,2993,549.0,477.0,0,state at a capped 100% participation rate — no measurable gap under federal eligibility rules
17191,"Wayne County, IL",IL,15852,3544,6052,961.0,1049.0,0,state at a capped 100% participation rate — no measurable gap under federal eligibility rules
17193,"White County, IL",IL,13194,3027,5539,1061.0,1117.0,0,state at a capped 100% participation rate — no measurable gap under federal eligibility rules
17195,"Whiteside County, IL",IL,53820,8887,15167,3252.0,2817.0,0,state at a capped 100% participation rate — no measurable gap under federal eligibility rules
17197,"Will County, IL",IL,692860,70368,123431,24658.0,18774.0,0,state at a capped 100% participation rate — no measurable gap under federal eligibility rules
17199,"Williamson County, IL",IL,64568,12228,20667,4817.0,3946.0,0,state at a capped 100% participation rate — no measurable gap under federal eligibility rules
17201,"Winnebago County, IL",IL,279134,58038,96055,23722.0,17497.0,0,state at a capped 100% participation rate — no measurable gap under federal eligibility rules
17203,"Woodford County, IL",IL,37159,3722,6595,801.0,1137.0,0,state at a capped 100% participation rate — no measurable gap under federal eligibility rules
25001,"Barnstable County, MA",MA,229002,23095,40727,9959.0,9159.0,0,state at a capped 100% participation rate — no measurable gap under federal eligibility rules
25003,"Berkshire County, MA",MA,123990,20226,31619,9512.0,6853.0,0,state at a capped 100% participation rate — no measurable gap under federal eligibility rules
25005,"Bristol County, MA",MA,569224,88075,140897,46290.0,29212.0,0,state at a capped 100% participation rate — no measurable gap under federal eligibility rules
25007,"Dukes County, MA",MA,20655,1524,3186,503.0,300.0,0,state at a capped 100% participation rate — no measurable gap under federal eligibility rules
25009,"Essex County, MA",MA,796992,104415,174407,51931.0,33672.0,0,state at a capped 100% participation rate — no measurable gap under federal eligibility rules
25011,"Franklin County, MA",MA,69876,11524,18787,5377.0,3753.0,0,state at a capped 100% participation rate — no measurable gap under federal eligibility rules
25013,"Hampden County, MA",MA,450512,94006,141117,47108.0,31387.0,0,state at a capped 100% participation rate — no measurable gap under federal eligibility rules
25015,"Hampshire County, MA",MA,139163,20590,31969,7776.0,7751.0,0,state at a capped 100% participation rate — no measurable gap under federal eligibility rules
25017,"Middlesex County, MA",MA,1583574,161237,255170,59014.0,54489.0,0,state at a capped 100% participation rate — no measurable gap under federal eligibility rules
25019,"Nantucket County, MA",MA,14287,551,1942,524.0,249.0,0,state at a capped 100% participation rate — no measurable gap under federal eligibility rules
25021,"Norfolk County, MA",MA,714159,62658,99745,26578.0,23213.0,0,state at a capped 100% participation rate — no measurable gap under federal eligibility rules
